130091,衢州市,裕丰大厦
130469,衢州市,新世纪学校
139591,衢州市,水泥厂子弟中学
10992397,衢州市,龙游电商城
10994396,衢州市,国金中心
10994397,衢州市,常山常辉大厦
10994406,衢州市,卢森堡
10994407,衢州市,财富中心
10994410,衢州市,跨境电子商务园
11042513,衢州市,凯升广场
11092638,衢州市,国际创业园
11094039,衢州市,广和大厦
11124638,衢州市,金城商务大厦
11124646,衢州市,沈家东方
11147100,衢州市,常山县浙西世贸城
11147104,衢州市,四季青
11147252,衢州市,恒滔五金交电市场
11408827,衢州市,保安路1号剑辉网吧
11477345,衢州市,地税局
11486039,衢州市,荣昌大道清水湾大酒店
11494937,衢州市,西安路电信大楼
11494938,衢州市,电信裙楼
11518633,衢州市,衢州市就业服务保障中心
11522065,衢州市,府东街208号中国国检
11522073,衢州市,紫薇北路199号白云中学博采楼图书行政楼
11522076,衢州市,紫薇北路199号白云中学博达楼科技实验楼
11522077,衢州市,紫薇北路199号白云中学博文厅远程互动教室
11522079,衢州市,紫薇北路199号白云中学博学楼初中部
11522081,衢州市,紫薇北路199号白云中学博雅厅
11522084,衢州市,紫薇北路199号白云中学博艺楼综合训练馆
11522086,衢州市,紫薇北路199号白云中学存真楼
11522088,衢州市,紫薇北路199号白云中学觉明楼
11522090,衢州市,紫薇北路199号白云中学食堂
11522093,衢州市,紫薇北路199号白云中学秀慧轩
11522095,衢州市,紫薇北路199号白云中学学士居
11522097,衢州市,紫薇北路199号白云中学致远楼初中部
11522099,衢州市,紫薇北路199号少年儿童体育运动学校奥林匹克体育中心
11522100,衢州市,紫薇北路199号少年儿童体育运动学校奥林匹克游泳中心
11522524,衢州市,柯城区政府
11522582,衢州市,府东街730号中国农业发展银行衢州分行
11522590,衢州市,江滨路四喜亭码头衢州市东方旅行社
11522592,衢州市,天宁巷9号衢州天宁禅寺
11522599,衢州市,上街127号友好饭店1号楼
11522600,衢州市,上街127号友好饭店2号楼
11522601,衢州市,仁德路2号方正实业公司
11524062,衢州市,西安路2电信营业厅
11527586,衢州市,三衢路408幢
11528086,衢州市,亚美路255号衢州市港行管理处主楼
11528087,衢州市,亚美路255号衢州市港行管理处后楼
11528516,衢州市,万豪大酒店
11528517,衢州市,南湖西路5工商所
11528518,衢州市,鹿鸣小学1教学楼
11528519,衢州市,鹿鸣小学2教学楼
11531662,衢州市,柯城城北交通中专网格
11562423,衢州市,华康路36号西柚网咖
11562424,衢州市,华川路36号休闲网吧
11562425,衢州市,解放街55号利群超市
11562426,衢州市,渠东路9号剑明希健康咨询站
11562427,衢州市,解放街51号农业银行
11562428,衢州市,建学路4号开化县卫生进修学校
11562429,衢州市,江东北路城东卫生院
11562430,衢州市,古溪路11号商品房开化县农村信用合作联室城东分社
