10701269,台州市,台州丰巢食品有限公司
10703019,台州市,台州市鼎格卫浴有限公司
10703024,台州市,台州市鸿祥洁具有限公司
10703031,台州市,台州市嘉阳机械有限公司
10703043,台州市,浙江海正药业股份有限公司
10703051,台州市,浙江川岛传动设备有限公司
10703062,台州市,浙江丽晶化学有限公司
10703064,台州市,浙江亨利技术制冷机械有限公司
10703764,台州市,移动公司1至60
10703794,台州市,民丰路79号君庭商务宾馆
10703802,台州市,蟠龙宜家商务酒店1至60
10703901,台州市,三门海游腾龙公司1至12
10703902,台州市,三门中医院放射科1至30
10703903,台州市,三门中医院输液大厅1至40
10703904,台州市,三门中医院住院部1至50
10703905,台州市,三门中医院大楼
10704615,台州市,半洋王水厂
10705063,台州市,中小园区凯博厂
10705080,台州市,增压泵战厂
10705825,台州市,韩家宝友弹簧厂
10705903,台州市,平桥华联超市
10705960,台州市,台州市路桥好贝铜业阀门厂
10705974,台州市,台州市亿亨果蔬有限公司
10704808,台州市,百货公司
10706597,台州市,群剑服装厂
10706599,台州市,浙江永固制罐有限公司
10706600,台州市,浙江水晶心食品有限公司
10706601,台州市,浙江俊丰金属科技有限公司
10706602,台州市,浙江黄岩第二罐头食品厂
10706603,台州市,浙江白鸽实业有限公司
10706604,台州市,俊丰金属护栏有限公司
10706606,台州市,永高股份有限公司
10706608,台州市,塔山进一模具厂
10706610,台州市,天台景盛旅游发展有限公司
10706611,台州市,台州市腾飞自动化水电安装有限公司
10706612,台州市,台州市腾飞汽车配件厂
10706613,台州市,台州市黄岩宇康贸易有限公司
10706614,台州市,台州市黄岩金艺纸箱厂
10706615,台州市,台州市黄岩洁阳生活用品有限公司
10706616,台州市,台州市黄岩鸿瀚工贸有限公司
10706617,台州市,台州市邦贝婴儿用品有限公司
10706618,台州市,台州黄岩石窟旅游开发有限公司
10706619,台州市,台州华联超市有限公司
10706622,台州市,黄岩黄英模塑厂
10706662,台州市,台州市米诺特洁具有限公司
10706830,台州市,联通公司周边老房无门牌立地房1至32
10706851,台州市,南山路82号凯元大酒店
10706976,台州市,电力公司宿舍
10706978,台州市,电信公司1至33
10706985,台州市,四楼五洲大酒店
10706986,台州市,五六七八楼五洲商务宾馆
10706990,台州市,绿源宾馆
10707032,台州市,黄岩果品有限公司果品商务宾馆
10707811,台州市,赛扬密封件厂
10708314,台州市,玻璃厂
10708319,台州市,化建公司宿舍
10708322,台州市,黄龙宾馆
10708369,台州市,浙江民泰商业银行
10708390,台州市,金茂宾馆
10708461,台州市,文武学校
10708609,台州市,小东门路2号新亚商务酒店
10708618,台州市,君悦商务酒店
10708619,台州市,米兰风尚酒店
10708659,台州市,电厂宿舍
10708710,台州市,药厂宿舍1幢
10708711,台州市,药厂宿舍2幢
10708829,台州市,赤城路48号经济开发公司
10708846,台州市,天台城关人寿保险公司
10708847,台州市,天台城关中医院
10708855,台州市,天台城关中国银行
10708856,台州市,天台城关农业银行
10709056,台州市,幸运鸟服装厂
10709057,台州市,恒泰化工厂
10709106,台州市,仙居好生活家居有限公司
10709107,台州市,崇鼎工艺厂
10709108,台州市,金灿工艺厂
10709109,台州市,雷腾工艺厂
10709110,台州市,禾昌工艺礼品厂
10709111,台州市,盛美树脂厂
10709112,台州市,旭佳工艺礼品厂
10709308,台州市,水厂路
